ID	ZT00	ZT00	ZT00	ZT00	ZT00	ZT04	ZT04	ZT04	ZT04	ZT04	ZT08	ZT08	ZT08	ZT08	ZT08	ZT12	ZT12	ZT12	ZT12	ZT12	ZT16	ZT16	ZT16	ZT16	ZT16	ZT20	ZT20	ZT20	ZT20	ZT20
OtMtg00230	952750.6655	1078290.679	874645.6589	962276.3899	918035.51	1060998.79	869807.3821	1249179.375	950909.7188	516285.1938	810638.5129	780566.6338	803951.1169	796258.0574	793408.6335	689607.3916	898194.3174	822092.3336	1211118.582	912357.5026	791271.0784	844339.8801	1022396.653	1071829.165	805971.0215	874371.3346	817648.3945	945374.1632	1118993.584	877201.8286
OT_ostta06g03190	154732.2256	152610.1926	176850.4517	115619.3322	127387.9903	134836.4604	171394.1836	114762.5123	130160.274	90269.47982	129901.2725	122590.5383	113105.8442	131250.2802	93599.54966	125108.3038	124055.4449	146107.7732	136888.6898	116977.7915	137875.8671	116539.0112	128710.2759	109586.7093	126761.7915	142905.1898	137432.7916	123642.2738	132599.7776	165671.2144
OT_ostta10g01180	241920.6163	284946.5072	292125.948	263151.6839	268955.8724	274687.0834	289063.3901	283807.7627	299260.0119	205171.4767	270501.2616	269009.2427	254916.7745	234864.1868	187610.6472	225883.391	269412.1269	257571.4512	237232.9716	255661.7451	269528.9669	247933.1984	275092.6871	254201.0564	245459.4365	227899.213	232279.3674	256845.8922	251885.6161	277990.8956
OT_ostta11g00080	95845.90557	130394.4641	100997.1705	105551.8517	103019.3687	136124.4849	122450.3331	136833.7518	112683.0595	56961.79867	57560.52312	87624.88344	85559.47668	104187.0387	87235.56923	59989.08509	99639.36657	67940.8991	99243.11787	102613.7538	92500.35838	81343.83003	104041.8423	113068.6565	106308.7682	97774.34757	97698.04971	86831.5524	113994.9249	53394.73243
OT_ostta15g00650	32135.27706	39445.70277	72528.91241	106925.6895	52874.42912	45408.34681	59445.96066	48414.83173	45859.01865	15074.95255	6595.602583	14872.68764	39976.477	39872.74107	43497.71599	4621.384487	46787.90831	19331.44857	77108.14988	64569.03053	12176.97165	12386.10036	52756.08743	63577.49016	52530.49659	41163.0082	14904.50698	64135.39777	90223.69116	10804.52739
OT_ostta02g03980	389919.3494	446636.8829	582801.1906	610336.2498	486816.1504	382332.67	640674.8634	466173.9044	581825.9339	265247.1666	451008.959	355268.9704	392139.987	473845.1693	407485.4816	404856.4134	425977.361	370593.4112	526621.9618	456824.1747	342597.9485	425747.9842	451694.7571	522941.8632	454463.5897	389975.6699	518489.3035	547482.9674	756586.5821	221952.4383
OT_ostta06g04200	162596.637	284098.0227	332215.2843	361800.4986	298307.1949	294281.4266	432568.2088	203022.3098	345511.7719	148549.6368	253720.6312	247478.527	230719.2894	304693.9217	303425.3529	272830.2971	247830.1273	276420.1932	346088.3145	288466.4278	188390.9926	216923.476	279786.7098	345708.8625	254367.5875	218283.1844	237131.7701	339146.1413	372811.2678	128453.082
OT_ostta11g00780	630435.7467	884512.9593	972108.028	1230555.267	1045630.382	1221230.139	1582724.572	951460.8159	1551993.088	465498.0496	593764.5287	685386.4151	1089001.921	1225882.768	1174754.127	472981.054	829520.3065	634372.2642	1137280.634	936217.0526	458053.7839	497232.531	775202.3113	1037491.529	911827.0562	642192.1552	595538.9246	1084379.156	1323525.574	285646.3833
OT_ostta13g00400	176087.0735	231403.7465	189020.659	216822.5036	194690.8354	187143.9708	242189.3271	227009.4418	226160.8203	59081.04859	148453.0998	148781.4637	205495.3503	194886.0191	157673.4459	83773.33144	198118.4189	155106.2607	203973.0032	213147.5357	120706.9726	133424.5145	188359.5864	194824.5148	191764.8453	148886.3081	120487.4435	170085.1684	245912.9805	54786.67702
OT_ostta16g00650	465621.364	730065.7255	652691.8261	841870.1719	792601.5051	651818.2324	888433.4239	580933.5884	851275.1291	113904.7934	350932.7646	386955.6432	618024.3837	679181.5209	680328.926	422994.8295	734640.8213	593986.4847	933067.2999	784024.3108	333539.3919	375359.0255	638944.1652	858882.3703	719201.4794	552298.0014	501202.0845	901751.5722	1074191.522	93717.28347
OT_ostta08g03980	121059.9782	145572.1819	257542.1984	364334.3277	174637.3481	148754.2881	159235.3753	166255.4963	300720.3601	187718.9095	223862.4854	161453.294	170630.8428	196301.7991	211724.5176	181077.9694	174961.7031	169055.8158	248098.7126	196822.6823	179938.4007	195819.672	241118.021	256900.747	223336.7431	165422.3372	226005.7191	245137.9115	241447.5661	170131.4803
OT_ostta14g00560	693668.0679	634114.9165	666670.3891	872365.0475	659211.2286	637706.6578	785159.988	695143.6689	797550.3931	602998.6785	816562.8901	752678.0634	793019.1131	685109.1618	840952.9236	824330.8256	833227.3371	733429.9608	909732.9485	816370.1069	706563.2803	666501.6768	844549.4592	1022879.34	710696.2181	668119.5991	897284.7571	706286.0044	1017748.842	685491.349
OT_ostta06g03370	478036.5924	464190.8221	543946.0834	679561.1143	494990.9998	544166.4916	642155.2409	526347.716	609626.7692	493733.1665	696115.1108	527048.4406	550332.7135	619649.5799	658834.8213	531466.9168	628467.2139	559199.6612	780004.3387	690609.9488	466998.6472	522220.6441	648697.8565	715753.6225	588681.9477	452482.5643	509240.0125	592487.0421	729648.9175	523118.5388
OT_ostta02g02310	468233.1535	542177.8323	542984.0152	594514.0018	605534.0279	572606.7267	688162.4564	702342.6788	629000.8675	513094.6174	598412.1062	516645.247	565901.7777	634820.3054	630945.9953	582313.606	591380.6594	640256.082	558443.7454	540358.765	543795.6147	548354.7506	560994.7857	642203.307	566940.7121	526066.9701	533976.0741	687083.083	743966.9098	541592.052
OT_ostta16g01620	30469216.37	31558105.8	30874303.69	33838817.99	33332488.14	32652739.53	34826869.74	32309107.51	34056488.91	20211302.89	36049810.36	29884129.8	31618294.32	32136589.64	32114111.36	37257452.93	32906269.28	34208746.54	40134457.01	30854759.26	33775354.11	30534333.21	38364812.29	42107458.66	31638786.63	30733187.34	37597343.68	39696134.89	41534142.89	24932923.61
OT_ostta07g02720	453611.2464	511297.292	616883.883	655894.217	608621.6877	665128.1964	836623.7809	486897.1766	749351.2194	440789.3273	895452.729	497705.2654	588596.4893	652171.9697	700376.0723	631872.5595	710124.0461	734924.9219	723080.2143	571814.6415	689145.6623	557820.2605	667487.4993	890612.9127	590247.1542	614529.7102	863455.5534	798090.1299	908741.2464	372356.7357
OT_ostta03g02390	69393.7665	93562.6227	92851.06832	78912.41635	69284.56659	65025.22183	58597.89588	53670.25681	67576.40213	70618.91804	94653.56411	93276.11585	80676.88184	64059.41878	59822.19187	47116.35213	75353.1358	37610.39251	84339.63693	90772.81045	57910.13812	68964.30935	82364.09616	71567.76657	65325.07613	65746.05138	66973.34215	95851.02846	82560.42055	71592.96998
OT_ostta07g02590	1056548.324	1007307.864	1088754.182	1040964.389	1007460.03	1024908.279	979239.3642	738665.6517	1164049.86	901886.3535	1121145.183	1202106.35	1228373.67	974583.0929	934736.6815	658430.1557	1116685.186	450518.7581	1109298.051	1127452.257	1066427.42	869052.6274	992355.9597	912312.703	894959.2155	962902.0748	1198126.879	837833.2951	1087410.271	853347.5106
OT_ostta06g01960	54846.66851	52694.13141	82083.24715	74916.77544	67398.18848	66300.62259	48612.50153	67570.65214	76747.09052	97881.69884	131493.0049	73628.20666	81062.44743	47431.27856	55923.12452	16163.0774	74166.66672	18275.09135	97343.43063	126371.1564	67472.55462	50358.60329	70505.74126	85116.49362	58893.1593	62789.73361	86314.61106	33359.49963	73493.657	63892.26927
OT_ostta17g01270	1213578.758	2078122.246	1458192.165	1586142.615	1691690.732	1670595.422	1673008.959	710119.0223	2130147.698	1541951.419	1106000.098	1705262.564	2003574.393	1546109.817	1806793.849	758370.3751	1655776.592	701811.514	1970604.217	1570154.032	1054699.499	961839.511	1308615.744	1797058.403	1252594.852	1368825.713	1210301.222	1675561.808	2501516.93	1060225.811
OT_ostta01g00485	1305120.686	1362338.178	1562682.161	1664208.632	1481118.097	1638828.256	2358858.489	1220996.026	2166867.991	2337087.598	1756082.173	1715212.907	2035312.749	1786567.566	1808112.236	1345934.989	1773450.573	1103647.186	1883878.37	1733917.435	1588115.798	1379812.336	1594563.177	1400381.02	1572991.562	1362807.685	1508941.322	1423409.226	1915665.867	1651553.248
OT_ostta07g03650	1316972.694	1372800.248	1322731.037	1064730.202	1394326.374	1291354.299	1889104.373	969685.5977	1727738.297	1625246.103	967713.4838	1398407.488	1393995.95	1218455.965	1345113.199	1238972.94	1478787.339	754202.12	1404403.397	1294132.21	1284970.472	1163875.881	1155576.956	917506.9943	1074902.278	1166677.658	1046438.157	1142213.212	1496937.546	1102001.714
Rps4	258882.123	297308.9586	234498.8438	207045.8959	297297.3444	355178.2372	371875.5399	53492.90487	421670.3522	315975.8626	291963.6368	367432.2489	347558.8326	366098.8958	316523.91	212007.613	266406.1961	64370.76958	268662.2478	218344.8812	259174.1366	218041.0423	184349.9714	206061.5463	249011.0025	259862.4064	277413.5917	194118.8406	297701.9495	221939.2983
OT_ostta04g01860	551645.5736	568432.3372	613247.6194	651392.7699	682175.0132	742286.9573	892857.5537	241664.5691	903663.563	820408.9832	782330.6322	874684.4394	766021.4017	846843.794	756794.1384	637864.8699	768201.7205	288219.9791	637623.1038	661020.958	657959.2776	689385.5929	575023.7796	554230.6663	767542.7162	608115.4603	740949.902	540184.3182	741126.1609	674029.3013
OT_ostta07g04450	1321293.262	1421067.275	1450202.314	1424999.178	1392439.975	1580360.667	2292177.511	696099.7123	2190958.189	1476968.533	1544953.545	1459920.338	1580638.395	1470249.824	1378141.833	1086237.304	1598018.922	368118.1	1645216.625	1232651.898	1299195.494	999701.0018	1105716.362	887289.0713	1209481.127	1278938.442	1221787.22	1455140.638	1641999.995	881864.4219
OT_ostta17g02075	235895.8812	253315.1391	246962.8465	195314.443	216780.65	264347.9507	272054.5334	43912.24284	272268.3701	204353.486	274645.8313	228447.6877	250393.4448	223470.3345	206228.4616	166468.0056	291127.618	15363.90714	240532.4336	246973.6432	237135.0988	268276.3436	202913.1224	92447.28284	216547.5148	206433.5212	223367.252	168722.6287	240928.0459	156079.0833
OT_ostta20g00570	991879.0361	1547569.104	996175.6679	853782.7278	1029614.843	1617878.459	2016489.846	65492.59147	1473888.468	835314.3204	1883966.516	1083447.32	1241468.459	1076105.202	1110400.735	1273128.153	1230318.417	58738.26326	1191539.046	850924.2436	1499175.698	1392978.223	643647.6948	469245.4366	875876.4636	887426.5133	1502376.085	789476.7885	1186005.67	673773.4935
OT_ostta16g00300	332711.3108	460453.4061	390349.3166	347736.5653	364407.3587	364740.3904	383139.2475	290637.5016	346845.8701	411030.3953	309896.4768	299109.9331	296560.0886	296543.9115	251816.365	232505.1074	331677.3393	120243.5356	379697.6618	399977.2095	382063.1941	341443.599	295290.7462	299859.0768	300152.0066	312919.2619	346516.4618	341391.5304	396420.2527	329832.7062
OT_ostta01g05560	114581.4353	127779.5877	137463.6696	116038.8618	126878.2078	120751.4189	134419.4151	29325.42727	117394.4132	114717.7003	98195.41164	93582.33583	87522.85463	87204.20811	82529.21874	66879.00902	132232.9768	26518.63828	137541.7158	141021.3615	123995.3774	83087.34354	111546.0194	117470.5105	104229.7906	83629.68351	99926.07093	113107.8393	125781.7816	118645.8771
OT_ostta03g02960	145314.9426	202588.99	137671.7582	143944.4913	162839.1924	211386.9519	222926.855	16331.91481	335080.7512	248485.921	238032.3424	167599.6708	164745.5721	145238.0431	126345.3311	100190.3602	216010.7331	11827.04436	151749.4906	183886.0751	144007.9475	141896.5869	122191.8681	157960.195	131035.9909	116810.0851	164491.6674	148091.7674	154202.421	140714.8822
OT_ostta01g03070	91970.49664	111440.2205	102840.0497	95823.93234	114648.498	111395.3361	133478.5204	45889.906	138988.0191	121429.4431	107082.1978	107106.5232	94281.46975	100117.7092	89999.31244	86682.67047	141557.8379	17536.0672	128686.8635	125961.3418	108316.2044	81856.5685	90150.72976	99991.65102	91286.16221	79930.25458	109085.4048	101383.3887	111048.1164	102472.1311
OT_ostta12g02950	142553.3035	176795.9273	139611.828	133219.2719	152769.7996	170713.9579	193939.189	95669.1537	161908.036	179311.2329	174077.2083	128042.1656	136937.6042	145313.7279	123670.6782	132541.2393	169268.4436	78320.73469	177788.8695	147591.1341	192845.6989	159035.8874	151082.3413	175587.7416	148144.0006	147824.3458	143948.8743	146642.4705	210522.482	142399.6502
OT_ostta01g02780	517056.2627	578293.4364	439485.5082	420761.4707	513632.8491	457096.1508	565991.9688	299638.7366	461780.6037	522463.6041	503113.4149	435868.4101	484335.5575	418747.9128	427375.3407	470951.5625	550537.3082	363340.7404	542038.516	431468.0671	575796.4374	465600.5374	483706.8503	567594.7807	429136.8989	487418.3645	512222.3106	433819.4311	669652.1428	418267.259
OT_ostta16g02120	120914.6174	118474.9847	105955.3071	100931.4341	114544.5012	114170.5476	120852.0748	77320.26721	108620.4581	101687.8062	84443.11504	62640.6632	82954.65484	82535.25376	77660.76585	90727.55797	119241.6948	54997.15683	112449.8655	89966.15033	130314.0643	85228.32769	90686.96278	97090.22858	85420.8956	93388.25687	124554.0242	90420.55327	121238.4738	105034.3533
OT_ostta03g00690	1650993.782	1649416.659	1320283.192	1358285.273	1493436.238	1412861.526	1845757.111	861223.0159	1327587.001	1267074.676	1342343.093	1105393.12	1121615.9	1196604.541	1129073.441	1262413.318	1558843.609	765938.9939	1379817.42	1103579.475	1719604.551	1465559.214	1361731.954	1383453.699	1251982.253	1516299.99	1602797.191	1234223.162	1823970.607	1324783.365
OT_ostta09g02410	605235.7031	576015.922	636531.5693	557914.6015	611819.8511	532224.822	742366.6378	326900.2899	519765.3505	569747.8256	542562.5922	539606.9351	535884.3244	568310.3341	514126.3128	501664.4436	660657.3758	287118.0629	544092.3612	503755.5721	688532.7511	599095.4674	520025.3831	500845.6497	546482.656	559848.968	685370.924	555237.2288	677077.8498	551309.4146
OT_ostta06g04120	1133237.052	1104991.305	1003295.933	970726.2137	1245986.02	1117783.525	1593035.565	675179.7904	1520002.493	1253276.887	1523676.626	1637337.195	1516294.007	1501799.803	1466157.578	1628328.799	2099912.178	960906.1458	1682720.762	1277975.886	1506888	1283577.909	1215053.301	1038301.807	1431926.436	1441406.765	1544691.92	1481900.839	1635160.856	1125178.338
OT_ostta02g03860	11630888.45	9641276.986	8802699.437	8121363.599	10490952.33	9728299.78	14810120.93	5744828.085	8711168.141	9265516.369	13840492.72	11295793.03	9821377.604	9623751.794	10892952.56	11148823.8	14140056.33	6200686.417	11368986.67	8577146.693	13601230.16	12663000.3	10798159.58	7745991.553	9976436.247	10481382.26	14936060.03	9338458.84	14788164.84	7782705.084
OT_ostta11g01570	1412545.428	1391419.725	1059539.932	1159919.501	1370541.046	1222166.861	1672172.103	617051.3067	1398555.627	1290039.839	1634735.788	1309795.645	1496783.093	1239696.426	1279918.437	1387876.185	1812073.94	742166.1498	1722792.026	1349263.542	1486990.932	1212678.414	1176358.819	1055743.618	1220400.451	1381041.828	1543112.097	1293734.706	1774137.023	996014.8347
OT_ostta11g02780	1863777.152	1814184.544	1669741.991	1387866.97	1822918.696	1742120.212	2178916.257	747913.7328	1825160.531	1617088.869	2147981.367	1931974.439	1835069.951	1734051.535	1801831.391	2104242.422	2206397.513	833528.3991	2249074.425	1779472.718	2163083.728	1943884.748	1496816.466	1148074.195	1688529.842	1957913.694	2169609.518	1603324.579	2181932.615	1360615.106
OT_ostta11g01060	1217785.885	1273254.948	1049131.612	1025800.909	1226714.711	1044902.601	1201442.455	561334.563	1155482.003	1078711.792	1198345.294	945292.7619	977647.4623	985869.9686	1099536.494	1419360.744	1429160.409	873770.03	1238412.393	1127904.171	1595116.734	1441303.865	1272915.147	1233467.617	1080869.084	1373072.737	1465735.862	1158733.763	1527100.721	1189760.467
OT_ostta05g02920	705924.7386	701165.1107	609258.3281	651708.2311	708310.231	615968.8731	764413.2171	251055.7659	676547.9018	477394.4811	605276.3865	544399.6488	508366.4912	601908.7326	523790.2488	768442.1658	732911.5363	413310.1961	745615.2084	583085.3027	868994.7369	722159.5478	611891.8686	743010.0261	710807.3838	722567.1958	1022833.38	734919.6961	1003189.61	501941.9406
OT_ostta02g00670	531102.9909	467074.7632	368124.4975	382503.5502	510088.3746	421939.4135	581959.3038	279535.1472	413871.1491	421003.8628	483780.9538	520269.432	429530.7804	409077.1564	455551.8499	484210.3453	538934.9179	364712.071	406282.0874	313180.24	574953.6396	465534.1336	402125.8163	521108.0371	338739.6492	513472.7924	636359.3855	457139.8778	530396.648	384947.231
OT_ostta03g02140	1068510.186	1222402.036	771740.2816	831188.096	1007262.262	981813.1275	1168158.867	449271.3503	927873.7671	933012.3672	958248.9303	983196.9208	985044.9212	852690.1783	926901.6659	1144201.666	1266461.125	521343.0914	1063311.522	716996.5916	1347729.958	1061977.683	1014151.232	1321664.807	919238.7304	1135441.247	1486348.89	1117113.283	1395649.682	826180.4622
PsaA	10570211.04	10153514.25	7644031.055	7888304.968	9710037.959	9441227.856	12373802.18	4377690.614	8936025.628	6261264.166	11426412.83	10006299.67	10443466.2	8471815.892	9785975.854	11181060.7	12062336.37	5214311.102	10535559.19	7488183.099	11897056.78	9429788.435	8591133.864	9598205.307	8634660.082	10403901.85	10823100.74	8299704.674	12382932.81	7769613.026
OT_ostta11g00820	166828.9962	184686.8118	135314.6963	139244.0252	167937.0779	158777.1427	231007.6155	82973.22659	191980.652	172491.0743	127647.8402	191534.6594	168721.5035	165352.6995	143786.2934	150144.0368	234777.9366	110888.0187	182308.6349	155673.9815	178122.2507	144685.3948	146523.8025	169031.6015	146736.5604	152332.584	177380.6207	159058.991	173063.4049	158400.0808
OT_ostta01g03140	547411.6385	498445.3716	370179.7454	467650.3557	490451.5973	427708.5037	454024.6945	308491.8284	437190.7601	378446.8987	424614.4021	462191.4858	515784.2573	385782.4821	454985.2066	461489.0373	627230.282	333806.7872	506571.5615	449442.8962	462129.7019	498978.0612	458601.1016	610498.7391	440113.6264	508886.0519	508697.3151	447882.6289	503624.1194	435095.9663
OT_ostta04g01160	114871.8464	134607.8958	70911.94728	87246.59703	97254.81122	108012.0666	82530.79875	59952.49378	113455.268	90594.23277	101029.0233	106650.669	84355.32748	83320.47375	68620.25692	98260.62398	138743.5147	65680.64574	102315.968	85086.63069	119046.9397	97182.25325	70697.82379	105356.0185	91731.47695	110674.9153	126181.9938	92940.93673	113150.1058	73993.80873
OT_ostta03g04290	1788950.884	2293776.384	1919347.495	1502383.668	1671105.406	2066762.84	2221677.002	1369020.401	2322572.723	974246.4356	1862042.656	2332885.637	2238208.261	1943321.402	1772767.821	1593787.763	1988889.186	878403.9649	2037102.004	1675761.289	1862743.886	1600609.12	1651585.771	1587070.025	1755095.366	1720378.416	1840206.099	1780711.162	2091183.907	1401408.778
OT_ostta18g00930	338838.9315	394405.43	341841.9112	252243.1257	316314.4986	289499.226	412552.7226	141275.3033	310139.0191	99636.06526	175466.4965	298221.0745	321417.0196	258933.4467	245769.5119	247003.9634	351484.7174	131938.2711	371489.1886	298371.1858	268905.1298	289754.5596	237842.7158	168396.5231	269519.3509	293752.2	253214.7299	324373.4139	340182.4804	179769.0639
OT_ostta18g00250	227630.1044	221526.6183	195454.7383	199389.535	222895.0798	195178.8529	301767.3488	138252.9614	229495.0247	88979.07303	176964.559	192310.562	179471.6959	169119.6819	167996.6319	153572.6174	245162.3846	115052.6848	265448.2991	198466.0333	186354.7299	190464.9793	183602.3109	148986.9838	178534.2989	215696.4763	199001.1947	198391.5981	283183.4598	168959.794
