Entry	Entry.Name	Gene.Names	Cross-reference	Gene.Names2	Gene.Names3
A0A1Y5I7E7	A0A1Y5I7E7_OSTTA	BE221DRAFT_76771	KZ155790;		
A0A1Y5I288	A0A1Y5I288_OSTTA	BE221DRAFT_194534	KZ155831;		
A0A1Y5I2A5	A0A1Y5I2A5_OSTTA	BE221DRAFT_194540	KZ155831;		
A0A1Y5IFS8	A0A1Y5IFS8_OSTTA	BE221DRAFT_198223	KZ155778;		
A0A090LX27	A0A090LX27_OSTTA	OT_ostta01g00110	CAID01000001;		
Q00YQ6	Q00YQ6_OSTTA	OT_ostta11g02300	CAID01000011;		
A0A1Y5HX82	A0A1Y5HX82_OSTTA	BE221DRAFT_63910	KZ155839;		
A0A1Y5IKS8	A0A1Y5IKS8_OSTTA	BE221DRAFT_71356	KZ155778;		
A0A1Y5I0X5	A0A1Y5I0X5_OSTTA	BE221DRAFT_208649	KZ155834;		
A0A090MDM6	A0A090MDM6_OSTTA	OT_ostta02g02200	CAID01000002;		
A0A1Y5IBU3	A0A1Y5IBU3_OSTTA	BE221DRAFT_72852	KZ155780;		
A0A090M2Y2	A0A090M2Y2_OSTTA	OT_ostta07g00250	CAID01000007;		
A0A090M4A1	A0A090M4A1_OSTTA	OT_ostta09g01820	CAID01000009;		
A0A090MB10	A0A090MB10_OSTTA	OT_ostta12g02120	CAID01000012;		
A0A090M779	A0A090M779_OSTTA	OT_ostta02g00050	CAID01000002;		
A0A090N344	A0A090N344_OSTTA	OT_ostta04g01110	CAID01000004;		
A0A096PAZ0	A0A096PAZ0_OSTTA	OT_ostta14g02750	CAID01000014;		
A0A090M5Q8	A0A090M5Q8_OSTTA	OT_ostta04g00480	CAID01000004;		
A0A096P9E1	A0A096P9E1_OSTTA	OT_ostta17g01835	CAID01000017;		
A0A090M4F5	A0A090M4F5_OSTTA	OT_ostta01g05540	CAID01000001;		
Q018N4	Q018N4_OSTTA	OT_ostta05g03780	CAID01000005;		
A0A1Y5IL97	A0A1Y5IL97_OSTTA	BE221DRAFT_189308	KZ155772;		
A0A1Y5IEM1	A0A1Y5IEM1_OSTTA	BE221DRAFT_204145	KZ155776;		
A0A1Y5IHT3	A0A1Y5IHT3_OSTTA	BE221DRAFT_190617	KZ155777;		
A0A1Y5IFH4	A0A1Y5IFH4_OSTTA	BE221DRAFT_60852	KZ155774;		
A0A454XZP7	A0A454XZP7_OSTTA	BE221DRAFT_11129	KZ155784;		
A0A1Y5II43	A0A1Y5II43_OSTTA	BE221DRAFT_188500	KZ155771;		
A0A454XTE1	A0A454XTE1_OSTTA	BE221DRAFT_74729	KZ155784;		
A0A096P8Q0	A0A096P8Q0_OSTTA	OT_ostta16g02040	CAID01000016;		
A0A096P905	A0A096P905_OSTTA	OT_ostta18g01150	CAID01000018;		
A0A1Y5IC55	A0A1Y5IC55_OSTTA	BE221DRAFT_159407	KZ155780;		
A0A090LYJ6	A0A090LYJ6_OSTTA	OT_ostta01g05690	CAID01000001;		
A0A1Y5HYV7	A0A1Y5HYV7_OSTTA	BE221DRAFT_61627	KZ155838;		
A0A454Y4P2	A0A454Y4P2_OSTTA	BE221DRAFT_188730	KZ155771;		
A0A096PBI0	A0A096PBI0_OSTTA	OT_ostta14g00230	CAID01000014;		
A0A454XQJ6	A0A454XQJ6_OSTTA	BE221DRAFT_207515	KZ155831;		
A0A1Y5I0L7	A0A1Y5I0L7_OSTTA	BE221DRAFT_195096	KZ155835;		
A0A1Y5IDF1	A0A1Y5IDF1_OSTTA	BE221DRAFT_145218	KZ155778;		
A0A1Y5I9P0	A0A1Y5I9P0_OSTTA	BE221DRAFT_74984	KZ155784;		
Q018A8	Q018A8_OSTTA	OT_ostta05g04960	CAID01000005;		
A0A090MD17	A0A090MD17_OSTTA	OT_ostta12g02470	CAID01000012;		
A0A454XVW0	A0A454XVW0_OSTTA	BE221DRAFT_214557	KZ155831;		
A0A1Y5I1S1	A0A1Y5I1S1_OSTTA	BE221DRAFT_142813	KZ155839;		
A0A1Y5I887	A0A1Y5I887_OSTTA	BE221DRAFT_195312	KZ155787;		
A0A454XU65	A0A454XU65_OSTTA	BE221DRAFT_188084	KZ155839;		
A0A090M7R6	A0A090M7R6_OSTTA	OT_ostta02g03000	CAID01000002;		
Q010U0	Q010U0_OSTTA	OT_ostta09g04360	CAID01000009;		
A0A096PA57	A0A096PA57_OSTTA	OT_ostta20g00550	CAID01000020;		
Q00SB3	Q00SB3_OSTTA	OT_ostta19g00210	CAID01000019;		
A0A090M3X1	A0A090M3X1_OSTTA	OT_ostta07g04510	CAID01000007;		
Q01D61	Q01D61_OSTTA	OT_ostta03g00910	CAID01000003;		
Q00W41	Q00W41_OSTTA	OT_ostta14g01440	CAID01000014;		
Q013U3	Q013U3_OSTTA	OT_ostta08g01020	CAID01000008;		
A0A090LY22	A0A090LY22_OSTTA	OT_ostta01g04120	CAID01000001;		
A0A454Y001	A0A454Y001_OSTTA	BE221DRAFT_201326	KZ155838;		
A0A454XRJ0	A0A454XRJ0_OSTTA	BE221DRAFT_63269	KZ155839;		
A0A1Y5I9P9	A0A1Y5I9P9_OSTTA	BE221DRAFT_195588	KZ155827;		
A0A090LZU1	A0A090LZU1_OSTTA	OT_ostta04g01910	CAID01000004;		
A0A1Y5I717	A0A1Y5I717_OSTTA	BE221DRAFT_201142	KZ155819;		
A0A454XNE9	A0A454XNE9_OSTTA	BE221DRAFT_119770	KZ155832;		
Q01AK3	Q01AK3_OSTTA	OT_ostta04g03780	CAID01000004;		
A0A454Y2Z9	A0A454Y2Z9_OSTTA	BE221DRAFT_77458	KZ155791;		
A0A1Y5IIG3	A0A1Y5IIG3_OSTTA	BE221DRAFT_188619	KZ155771;		
A0A090M4I5	A0A090M4I5_OSTTA	OT_ostta01g06040	CAID01000001;		
A0A454XM08	A0A454XM08_OSTTA	BE221DRAFT_189392	KZ155772;		
A0A1Y5I9A0	A0A1Y5I9A0_OSTTA	BE221DRAFT_205641	KZ155784;		
A0A454XU75	A0A454XU75_OSTTA	BE221DRAFT_205976	KZ155785;		
A0A1Y5ILL5	A0A1Y5ILL5_OSTTA	BE221DRAFT_189401	KZ155772;		
Q01B78	Q01B78_OSTTA	OT_ostta04g01580	CAID01000004;		
A0A096PAS3	A0A096PAS3_OSTTA	OT_ostta15g00580	CAID01000015;		
A0A090M6D3	A0A090M6D3_OSTTA	OT_ostta04g03950	CAID01000004;		
A0A1Y5HZ36	A0A1Y5HZ36_OSTTA	BE221DRAFT_64979	KZ155840;		
A0A1Y5I4T9	A0A1Y5I4T9_OSTTA	BE221DRAFT_82822	KZ155817;		
A0A1Y5I407	A0A1Y5I407_OSTTA	BE221DRAFT_64005	KZ155839;		
A0A1Y5IFH7	A0A1Y5IFH7_OSTTA	BE221DRAFT_76048	KZ155785;		
A0A090M8Q3	A0A090M8Q3_OSTTA	OT_ostta08g02540	CAID01000008;		
A0A090MEM5	A0A090MEM5_OSTTA	OT_ostta08g01440	CAID01000008;		
A0A090M452	A0A090M452_OSTTA	OT_ostta09g01700	CAID01000009;		
A0A1Y5INU4	A0A1Y5INU4_OSTTA	BE221DRAFT_144314	KZ155774;		
A0A1Y5I6D7	A0A1Y5I6D7_OSTTA	BE221DRAFT_194579	KZ155831;		
A0A454XVF5	A0A454XVF5_OSTTA	BE221DRAFT_188355	KZ155771;		
A0A1Y5IDR8	A0A1Y5IDR8_OSTTA	BE221DRAFT_191242	KZ155780;		
A0A090MBB9	A0A090MBB9_OSTTA	OT_ostta10g01680	CAID01000010;		
A0A1Y5I1T8	A0A1Y5I1T8_OSTTA	BE221DRAFT_63742	KZ155839;		
A0A1Y5IEL9	A0A1Y5IEL9_OSTTA	BE221DRAFT_173103	KZ155776;		
A0A090LZC8	A0A090LZC8_OSTTA	OT_ostta03g04800	CAID01000003;		
A0A1Y5I5I0	A0A1Y5I5I0_OSTTA	BE221DRAFT_187097	KZ155838;		
A0A1Y5IAF9	A0A1Y5IAF9_OSTTA	BE221DRAFT_37327	KZ155783;		
A0A090M8E2	A0A090M8E2_OSTTA	OT_ostta09g01040	CAID01000009;		
A0A090M8S6	A0A090M8S6_OSTTA	OT_ostta06g04240	CAID01000006;		
A0A090M7M5	A0A090M7M5_OSTTA	OT_ostta02g02460	CAID01000002;		
A0A090M7X5	A0A090M7X5_OSTTA	OT_ostta06g00670	CAID01000006;		
A0A096PB01	A0A096PB01_OSTTA	OT_ostta15g01830	CAID01000015;		
Q00UQ1	Q00UQ1_OSTTA	OT_ostta15g02920	CAID01000015;		
Q018Q1	Q018Q1_OSTTA	OT_ostta05g03590	CAID01000005;		
Q00Z43	Q00Z43_OSTTA	OT_ostta11g01030	CAID01000011;		
A0A1Y5IAG5	A0A1Y5IAG5_OSTTA	BE221DRAFT_113913	KZ155783;		
A0A096P7N5	A0A096P7N5_OSTTA	OT_ostta03g01830	CAID01000003;		
A0A1Y5HY30	A0A1Y5HY30_OSTTA	BE221DRAFT_64556	KZ155839;		
A0A1Y5IKA1	A0A1Y5IKA1_OSTTA	BE221DRAFT_68285	KZ155774;		
A0A096P9K7	A0A096P9K7_OSTTA	OT_ostta18g00170	CAID01000018;		
A0A096P8M9	A0A096P8M9_OSTTA	OT_ostta17g02000	CAID01000017;		
Q016P4	Q016P4_OSTTA	OT_ostta06g03310	CAID01000006;		
A0A096P7Q5	A0A096P7Q5_OSTTA	OT_ostta13g02910	CAID01000013;		
A0A090LZC3	A0A090LZC3_OSTTA	OT_ostta03g05540	CAID01000003;		
Q010I2	Q010I2_OSTTA	OT_ostta10g00930	CAID01000010;		
A0A090MD95	A0A090MD95_OSTTA	OT_ostta13g00530	CAID01000013;		
A0A1Y5I7K9	A0A1Y5I7K9_OSTTA	BE221DRAFT_199441	KZ155790;		
A0A1Y5IHB9	A0A1Y5IHB9_OSTTA	BE221DRAFT_171186	KZ155772;		
A0A090M956	A0A090M956_OSTTA	OT_ostta09g04500	CAID01000009;		
A0A1Y5IBR7	A0A1Y5IBR7_OSTTA	BE221DRAFT_120629	KZ155787;		
A0A1Y5I4R6	A0A1Y5I4R6_OSTTA	BE221DRAFT_201024	KZ155816;		
A0A1Y5I6R2	A0A1Y5I6R2_OSTTA	BE221DRAFT_62736	KZ155838;		
A0A090N2S9	A0A090N2S9_OSTTA	OT_ostta01g04290	CAID01000001;		
A0A1Y5II35	A0A1Y5II35_OSTTA	BE221DRAFT_189548	KZ155774;		
A0A096PAQ3	A0A096PAQ3_OSTTA	OT_ostta15g01870	CAID01000015;		
A0A1Y5I877	A0A1Y5I877_OSTTA	BE221DRAFT_148078	KZ155787;		
A0A1Y5IG18	A0A1Y5IG18_OSTTA	BE221DRAFT_146270	KZ155785;		
A0A1Y5IBS7	A0A1Y5IBS7_OSTTA	BE221DRAFT_161661	KZ155787;		
A0A090MB33	A0A090MB33_OSTTA	OT_ostta12g02500	CAID01000012;		
Q01G02	Q01G02_OSTTA	OT_ostta01g04370	CAID01000001;		
A0A1Y5I608	A0A1Y5I608_OSTTA	BE221DRAFT_82291	KZ155793;		
A0A1Y5IFZ3	A0A1Y5IFZ3_OSTTA	BE221DRAFT_69178	KZ155774;		
A0A090M3I4	A0A090M3I4_OSTTA	OT_ostta01g01460	CAID01000001;		
A0A1Y5IFQ1	A0A1Y5IFQ1_OSTTA	BE221DRAFT_69112	KZ155774;		
A0A1Y5IKV8	A0A1Y5IKV8_OSTTA	BE221DRAFT_159067	KZ155778;		
A0A1Y5I1R6	A0A1Y5I1R6_OSTTA	BE221DRAFT_64526	KZ155839;		
A0A1Y5IIC2	A0A1Y5IIC2_OSTTA	BE221DRAFT_65950	KZ155771;		
A0A1Y5I3I9	A0A1Y5I3I9_OSTTA	BE221DRAFT_64821	KZ155840;		
A0A1Y5IIS4	A0A1Y5IIS4_OSTTA	BE221DRAFT_188746	KZ155771;		
Q014A1	Q014A1_OSTTA	OT_ostta08g00420	CAID01000008;		
A0A454XXI0	A0A454XXI0_OSTTA	BE221DRAFT_189249	KZ155772;		
A0A090M753	A0A090M753_OSTTA	OT_ostta02g00540	CAID01000002;		
A0A1Y5I564	A0A1Y5I564_OSTTA	BE221DRAFT_194776	KZ155832;		
A0A090M4L1	A0A090M4L1_OSTTA	OT_ostta01g06430	CAID01000001;		
Q01AG3	Q01AG3_OSTTA	OT_ostta04g04200	CAID01000004;		
Q014A7	Q014A7_OSTTA	OT_ostta08g00330	CAID01000008;		
A0A454XXU3	A0A454XXU3_OSTTA	BE221DRAFT_191155	KZ155778;		
A0A098E5L1	A0A098E5L1_OSTTA	OT_ostta17g00165	CAID01000017;		
A0A096P9P5	A0A096P9P5_OSTTA	OT_ostta15g00070	CAID01000015;		
Q00UQ2	Q00UQ2_OSTTA	OT_ostta15g02910	CAID01000015;		
A0A098E5L2	A0A098E5L2_OSTTA	OT_ostta17g00275	CAID01000017;		
A0A454Y5B6	A0A454Y5B6_OSTTA	BE221DRAFT_189872	KZ155774;		
A0A090MC31	A0A090MC31_OSTTA	OT_ostta02g03650	CAID01000002;		
A0A1Y5ID54	A0A1Y5ID54_OSTTA	BE221DRAFT_71146	KZ155778;		
A0A1Y5I840	A0A1Y5I840_OSTTA	BE221DRAFT_215365	KZ155796;		
A0A090LZS3	A0A090LZS3_OSTTA	OT_ostta04g01630	CAID01000004;		
A0A090M525	A0A090M525_OSTTA	OT_ostta03g04100	CAID01000003;		
A0A1Y5I385	A0A1Y5I385_OSTTA	BE221DRAFT_147208	KZ155826;		
A0A090M460	A0A090M460_OSTTA	OT_ostta09g01200	CAID01000009;		
A0A1Y5I908	A0A1Y5I908_OSTTA	BE221DRAFT_206172	KZ155785;		
A0A1Y5IC28	A0A1Y5IC28_OSTTA	BE221DRAFT_191699	KZ155780;		
A0A1Y5I907	A0A1Y5I907_OSTTA	BE221DRAFT_193355	KZ155791;		
A0A1Y5I249	A0A1Y5I249_OSTTA	BE221DRAFT_80016	KZ155831;		
A0A096P7N1	A0A096P7N1_OSTTA	OT_ostta03g01090	CAID01000003;		
A0A1Y5IFF5	A0A1Y5IFF5_OSTTA	BE221DRAFT_72671	KZ155780;		
A0A1Y5I1V3	A0A1Y5I1V3_OSTTA	BE221DRAFT_202025	KZ155839;		
A0A1Y5IGC2	A0A1Y5IGC2_OSTTA	BE221DRAFT_211030	KZ155774;		
A0A1Y5IJ21	A0A1Y5IJ21_OSTTA	BE221DRAFT_191636	KZ155780;		
A0A1Y5HX12	A0A1Y5HX12_OSTTA	BE221DRAFT_51024	KZ155840;		
A0A1Y5I7D8	A0A1Y5I7D8_OSTTA	BE221DRAFT_201153	KZ155811;		
A0A454Y3D3	A0A454Y3D3_OSTTA	BE221DRAFT_73711	KZ155782;		
Q01GJ4	Q01GJ4_OSTTA	OT_ostta01g02420	CAID01000001;		
A0A1Y5I2Y8	A0A1Y5I2Y8_OSTTA	BE221DRAFT_174262	KZ155826;		
A0A1Y5I5U9	A0A1Y5I5U9_OSTTA	BE221DRAFT_148308	KZ155798;		
A0A090M851	A0A090M851_OSTTA	OT_ostta08g00060	CAID01000008;		
A0A1Y5IKC1	A0A1Y5IKC1_OSTTA	BE221DRAFT_69303	KZ155774;		
A0A1Y5I3P8	A0A1Y5I3P8_OSTTA	BE221DRAFT_61950	KZ155838;		
A0A096P8P6	A0A096P8P6_OSTTA	OT_ostta17g02200	CAID01000017;		
A0A1Y5IN66	A0A1Y5IN66_OSTTA	BE221DRAFT_69121	KZ155774;		
A0A096P9N5	A0A096P9N5_OSTTA	OT_ostta18g01090	CAID01000018;		
A0A096P8I4	A0A096P8I4_OSTTA	OT_ostta16g00405	CAID01000016;		
A0A454Y5L8	A0A454Y5L8_OSTTA	BE221DRAFT_189092	KZ155772;		
A0A1Y5IJ49	A0A1Y5IJ49_OSTTA	BE221DRAFT_165884	KZ155771;		
A0A1Y5IH25	A0A1Y5IH25_OSTTA	BE221DRAFT_71687	KZ155778;		
A0A1Y5IFZ0	A0A1Y5IFZ0_OSTTA	BE221DRAFT_192611	KZ155785;		
A0A090M6S7	A0A090M6S7_OSTTA	OT_ostta12g02580	CAID01000012;		
Q012E9	Q012E9_OSTTA	OT_ostta09g00700	CAID01000009;		
A0A096P7V1	A0A096P7V1_OSTTA	OT_ostta16g00250	CAID01000016;		
A0A1Y5I672	A0A1Y5I672_OSTTA	BE221DRAFT_195346	KZ155793;		
A0A1Y5I8H4	A0A1Y5I8H4_OSTTA	BE221DRAFT_200811	KZ155817;		
Q01CP3	Q01CP3_OSTTA	OT_ostta03g02610	CAID01000003;		
A0A1Y5IJC4	A0A1Y5IJC4_OSTTA	BE221DRAFT_189115	KZ155772;		
A0A090M3X4	A0A090M3X4_OSTTA	OT_ostta07g04590	CAID01000007;		
A0A1Y5IBR1	A0A1Y5IBR1_OSTTA	BE221DRAFT_213573	KZ155790;		
A0A1Y5IE98	A0A1Y5IE98_OSTTA	BE221DRAFT_190202	KZ155776;		
A0A1Y5ICS3	A0A1Y5ICS3_OSTTA	BE221DRAFT_192696	KZ155785;		
A0A090LY40	A0A090LY40_OSTTA	OT_ostta01g04450	CAID01000001;		
A0A1Y5IJQ5	A0A1Y5IJQ5_OSTTA	BE221DRAFT_71244	KZ155778;		
A0A1Y5I601	A0A1Y5I601_OSTTA	BE221DRAFT_207441	KZ155826;		
A0A454XQ19	A0A454XQ19_OSTTA	BE221DRAFT_193596	KZ155825;		
A0A1Y5I3I8	A0A1Y5I3I8_OSTTA	BE221DRAFT_196103	KZ155838;		
A0A090M1E4	A0A090M1E4_OSTTA	OT_ostta05g03380	CAID01000005;		
Q00YU1	Q00YU1_OSTTA	OT_ostta11g01950	CAID01000011;		
Q01BJ7	Q01BJ7_OSTTA	OT_ostta04g00430	CAID01000004;		
A0A1Y5HXK7	A0A1Y5HXK7_OSTTA	BE221DRAFT_50882	KZ155839;		
A0A1Y5I6B0	A0A1Y5I6B0_OSTTA	BE221DRAFT_170319	KZ155791;		
A0A1Y5IFX2	A0A1Y5IFX2_OSTTA	BE221DRAFT_69135	KZ155774;		
A0A1Y5HXM8	A0A1Y5HXM8_OSTTA	BE221DRAFT_142750	KZ155839;		
A0A454XXI1	A0A454XXI1_OSTTA	BE221DRAFT_191643	KZ155780;		
A0A1Y5I333	A0A1Y5I333_OSTTA	BE221DRAFT_194037	KZ155826;		
A0A096P971	A0A096P971_OSTTA	OT_ostta17g00490	CAID01000017;		
Q019T5	Q019T5_OSTTA	OT_ostta05g00840	CAID01000005;		
Q00ZS4	Q00ZS4_OSTTA	OT_ostta10g02470	CAID01000010;		
Q01F52	Q01F52_OSTTA	OT_ostta02g00500	CAID01000002;		
A0A454XR73	A0A454XR73_OSTTA	BE221DRAFT_192718	KZ155785;		
A0A1Y5HZM4	A0A1Y5HZM4_OSTTA	BE221DRAFT_142390	KZ155838;		
A0A090MBX7	A0A090MBX7_OSTTA	OT_ostta11g01240	CAID01000011;		
A0A1Y5IKL5	A0A1Y5IKL5_OSTTA	BE221DRAFT_211051	KZ155774;		
A0A1Y5I1D5	A0A1Y5I1D5_OSTTA	BE221DRAFT_194737	KZ155832;		
A0A090LX79	A0A090LX79_OSTTA	OT_ostta01g00630	CAID01000001;		
A0A090M6H5	A0A090M6H5_OSTTA	OT_ostta06g01310	CAID01000006;		
A0A1Y5IH05	A0A1Y5IH05_OSTTA	BE221DRAFT_168445	KZ155784;		
A0A1Y5I8K5	A0A1Y5I8K5_OSTTA	BE221DRAFT_192492	KZ155785;		
A0A454XR63	A0A454XR63_OSTTA	BE221DRAFT_192728	KZ155785;		
Q01B04	Q01B04_OSTTA	OT_ostta04g02290	CAID01000004;		
A0A096P969	A0A096P969_OSTTA	OT_ostta17g01550	CAID01000017;		
Q015F3	Q015F3_OSTTA	OT_ostta07g01970	CAID01000007;		
A0A1Y5I9Y4	A0A1Y5I9Y4_OSTTA	BE221DRAFT_98282	KZ155795;		
A0A1Y5ILY2	A0A1Y5ILY2_OSTTA	BE221DRAFT_65713	KZ155771;		
A0A1Y5IC34	A0A1Y5IC34_OSTTA	BE221DRAFT_205145	KZ155780;		
A0A090N4I3	A0A090N4I3_OSTTA	OT_ostta12g02190	CAID01000012;		
A0A096PBC3	A0A096PBC3_OSTTA	OT_ostta19g00040	CAID01000019;		
Q014A0	Q014A0_OSTTA	OT_ostta08g00430	CAID01000008;		
A0A090M2I0	A0A090M2I0_OSTTA	OT_ostta06g03360	CAID01000006;		
A0A090M413	A0A090M413_OSTTA	OT_ostta04g00020	CAID01000004;		
A0A1Y5I0Y5	A0A1Y5I0Y5_OSTTA	BE221DRAFT_63305	KZ155839;		
A0A090M7N0	A0A090M7N0_OSTTA	OT_ostta02g02510	CAID01000002;		
A0A090M2I5	A0A090M2I5_OSTTA	OT_ostta06g02680	CAID01000006;		
A0A096P7M9	A0A096P7M9_OSTTA	OT_ostta03g00610	CAID01000003;		
A0A1Y5I6L1	A0A1Y5I6L1_OSTTA	BE221DRAFT_193305	KZ155791;		
A0A090MAS7	A0A090MAS7_OSTTA	OT_ostta12g01040	CAID01000012;		
A0A1Y5I5V3	A0A1Y5I5V3_OSTTA	BE221DRAFT_206797	KZ155795;		
A0A090M7D7	A0A090M7D7_OSTTA	OT_ostta02g01820	CAID01000002;		
A0A1Y5IBQ7	A0A1Y5IBQ7_OSTTA	BE221DRAFT_81843	KZ155787;		
Q00ZP0	Q00ZP0_OSTTA	OT_ostta10g02780	CAID01000010;		
A0A1Y5INM1	A0A1Y5INM1_OSTTA	BE221DRAFT_69229	KZ155774;		
Q00Z01	Q00Z01_OSTTA	OT_ostta11g01420	CAID01000011;		
A0A1Y5IPU4	A0A1Y5IPU4_OSTTA	BE221DRAFT_105647	KZ155771;		
Q017X4	Q017X4_OSTTA	OT_ostta06g00240	CAID01000006;		
A0A1Y5I6N3	A0A1Y5I6N3_OSTTA	BE221DRAFT_193410	KZ155791;		
A0A096P997	A0A096P997_OSTTA	OT_ostta18g01980	CAID01000018;		
A0A090M9Z2	A0A090M9Z2_OSTTA	OT_ostta11g00640	CAID01000011;		
A0A090MCP8	A0A090MCP8_OSTTA	OT_ostta08g02100	CAID01000008;		
A0A1Y5HZ75	A0A1Y5HZ75_OSTTA	BE221DRAFT_62423	KZ155838;		
A0A1Y5I1U0	A0A1Y5I1U0_OSTTA	BE221DRAFT_80640	KZ155832;		
A0A096P874	A0A096P874_OSTTA	OT_ostta13g02190	CAID01000013;		
A0A090M5D7	A0A090M5D7_OSTTA	OT_ostta10g02850	CAID01000010;		
A0A1Y5I5K4	A0A1Y5I5K4_OSTTA	BE221DRAFT_194930	KZ155832;		
A0A454Y4A3	A0A454Y4A3_OSTTA	BE221DRAFT_189116	KZ155772;		
A0A090LXS2	A0A090LXS2_OSTTA	OT_ostta01g01960	CAID01000001;		
A0A1Y5I0G3	A0A1Y5I0G3_OSTTA	BE221DRAFT_81387	KZ155835;		
A0A096P7X6	A0A096P7X6_OSTTA	OT_ostta16g00610	CAID01000016;		
A0A1Y5IJA4	A0A1Y5IJA4_OSTTA	BE221DRAFT_191579	KZ155780;		
A0A090M3K0	A0A090M3K0_OSTTA	OT_ostta07g03040	CAID01000007;		
A0A096PA54	A0A096PA54_OSTTA	OT_ostta20g00110	CAID01000020;		
A0A1Y5I900	A0A1Y5I900_OSTTA	BE221DRAFT_206100	KZ155785;		
A0A1Y5IGP6	A0A1Y5IGP6_OSTTA	BE221DRAFT_190772	KZ155778;		
A0A454XU18	A0A454XU18_OSTTA	BE221DRAFT_145984	KZ155784;		
A0A1Y5I9X5	A0A1Y5I9X5_OSTTA	BE221DRAFT_74941	KZ155784;		
A0A1Y5IFE3	A0A1Y5IFE3_OSTTA	BE221DRAFT_189542	KZ155774;		
A0A1Y5IJD4	A0A1Y5IJD4_OSTTA	BE221DRAFT_65565	KZ155771;		
A0A1Y5I9K7	A0A1Y5I9K7_OSTTA	BE221DRAFT_208667	KZ155829;		
A0A1Y5IKL0	A0A1Y5IKL0_OSTTA	BE221DRAFT_198311	KZ155778;		
A0A090M941	A0A090M941_OSTTA	OT_ostta08g04290	CAID01000008;		
A0A1Y5IH90	A0A1Y5IH90_OSTTA	BE221DRAFT_191119	KZ155778;		
A0A090M9Q4	A0A090M9Q4_OSTTA	OT_ostta10g02890	CAID01000010;		
A0A096P931	A0A096P931_OSTTA	OT_ostta17g00430	CAID01000017;		
A0A1Y5IL26	A0A1Y5IL26_OSTTA	BE221DRAFT_69720	KZ155776;		
A0A090M7C1	A0A090M7C1_OSTTA	OT_ostta05g02430	CAID01000005;		
A0A1Y5I5A7	A0A1Y5I5A7_OSTTA	BE221DRAFT_148712	KZ155810;		
A0A454Y2E1	A0A454Y2E1_OSTTA	BE221DRAFT_80528	KZ155832;		
A0A090N448	A0A090N448_OSTTA	OT_ostta09g04510	CAID01000009;		
A0A090M2D5	A0A090M2D5_OSTTA	OT_ostta06g02320	CAID01000006;		
A0A090M2X2	A0A090M2X2_OSTTA	OT_ostta07g00130	CAID01000007;		
A0A1Y5I261	A0A1Y5I261_OSTTA	BE221DRAFT_188009	KZ155839;		
Q015V7	Q015V7_OSTTA	OT_ostta07g00510	CAID01000007;		
A0A1Y5IH87	A0A1Y5IH87_OSTTA	BE221DRAFT_67774	KZ155772;		
A0A090M973	A0A090M973_OSTTA	OT_ostta10g00140	CAID01000010;		
A0A1Y5IK56	A0A1Y5IK56_OSTTA	BE221DRAFT_203672	KZ155774;		
A0A1Y5I0R6	A0A1Y5I0R6_OSTTA	BE221DRAFT_64590	KZ155840;		
A0A096PAG9	A0A096PAG9_OSTTA	OT_ostta02g05130	CAID01000002;		
A0A1Y5I3J9	A0A1Y5I3J9_OSTTA	BE221DRAFT_65075	KZ155840;		
A0A454XY54	A0A454XY54_OSTTA	BE221DRAFT_193391	KZ155791;		
A0A090M653	A0A090M653_OSTTA	OT_ostta05g04660	CAID01000005;		
A0A1Y5I715	A0A1Y5I715_OSTTA	BE221DRAFT_77023	KZ155790;		
Q016X6	Q016X6_OSTTA	OT_ostta06g02550	CAID01000006;		
A0A1Y5I001	A0A1Y5I001_OSTTA	BE221DRAFT_187507	KZ155838;		
A0A1Y5HXD5	A0A1Y5HXD5_OSTTA	BE221DRAFT_104718	KZ155839;		
A0A096PA55	A0A096PA55_OSTTA	OT_ostta15g02070	CAID01000015;		
A0A1Y5I749	A0A1Y5I749_OSTTA	BE221DRAFT_175938	KZ155835;		
A0A096P9H6	A0A096P9H6_OSTTA	OT_ostta17g02185	CAID01000017;		
A0A454XQI5	A0A454XQI5_OSTTA	BE221DRAFT_68159	KZ155774;		
A0A454XRK4	A0A454XRK4_OSTTA	BE221DRAFT_189803	KZ155774;		
A0A454XRP1	A0A454XRP1_OSTTA	BE221DRAFT_188931	KZ155771;		
A0A1Y5I3H7	A0A1Y5I3H7_OSTTA	BE221DRAFT_194228	KZ155826;		
A0A1Y5I2D3	A0A1Y5I2D3_OSTTA	BE221DRAFT_79927	KZ155830;		
Q01BL7	Q01BL7_OSTTA	OT_ostta04g00280	CAID01000004;		
A0A090M910	A0A090M910_OSTTA	OT_ostta08g03900	CAID01000008;		
A0A090MB77	A0A090MB77_OSTTA	OT_ostta10g01480	CAID01000010;		
A0A090N4M5	A0A090N4M5_OSTTA	OT_ostta02g01247	CAID01000002;		
A0A1Y5HZ64	A0A1Y5HZ64_OSTTA	BE221DRAFT_674	KZ155838;		
Q01AV4	Q01AV4_OSTTA	OT_ostta04g02800	CAID01000004;		
A0A090M726	A0A090M726_OSTTA	OT_ostta13g00110	CAID01000013;		
A0A096P915	A0A096P915_OSTTA	OT_ostta16g02180	CAID01000016;		
A0A1Y5I0E0	A0A1Y5I0E0_OSTTA	BE221DRAFT_61812	KZ155838;		
A0A1Y5IIZ9	A0A1Y5IIZ9_OSTTA	BE221DRAFT_165778	KZ155771;		
